year,cipcode,major_number,total,instnm,cip_code,humanities_discipline,classification,total_students,total_degrees
2017,23.0101,1,35,Brown University,"English Language and Literature, General",English Language and Literature,Humanities,1561,1864
2017,23.0101,2,17,Brown University,"English Language and Literature, General",English Language and Literature,Humanities,1561,1864
2017,23.1302,1,31,Brown University,Creative Writing,English Language and Literature,Humanities,1561,1864
2017,23.1302,2,13,Brown University,Creative Writing,English Language and Literature,Humanities,1561,1864
2017,26.0101,1,97,Brown University,"Biology/Biological Sciences, General",NA,Natural Sciences,1561,1864
2017,26.0101,2,5,Brown University,"Biology/Biological Sciences, General",NA,Natural Sciences,1561,1864
2017,26.0202,1,13,Brown University,Biochemistry,NA,Natural Sciences,1561,1864
2017,26.0202,2,0,Brown University,Biochemistry,NA,Natural Sciences,1561,1864
2017,26.0203,1,3,Brown University,Biophysics,NA,Natural Sciences,1561,1864
2017,26.1104,1,5,Brown University,Computational Biology,NA,Natural Sciences,1561,1864
2017,26.1104,2,1,Brown University,Computational Biology,NA,Natural Sciences,1561,1864
2017,26.1302,1,0,Brown University,Marine Biology and Biological Oceanography,NA,Natural Sciences,1561,1864
2017,26.1310,1,0,Brown University,Ecology and Evolutionary Biology,NA,Natural Sciences,1561,1864
2017,26.1310,2,0,Brown University,Ecology and Evolutionary Biology,NA,Natural Sciences,1561,1864
2017,26.1501,1,72,Brown University,Neuroscience,NA,Natural Sciences,1561,1864
2017,26.1501,2,0,Brown University,Neuroscience,NA,Natural Sciences,1561,1864
2017,27.0101,1,12,Brown University,"Mathematics, General",NA,Natural Sciences,1561,1864
2017,27.0101,2,6,Brown University,"Mathematics, General",NA,Natural Sciences,1561,1864
2017,27.0301,1,123,Brown University,"Applied Mathematics, General",NA,Natural Sciences,1561,1864
2017,27.0301,2,5,Brown University,"Applied Mathematics, General",NA,Natural Sciences,1561,1864
2017,27.0303,1,10,Brown University,Computational Mathematics,NA,Natural Sciences,1561,1864
2017,27.0303,2,0,Brown University,Computational Mathematics,NA,Natural Sciences,1561,1864
2017,27.0501,1,2,Brown University,"Statistics, General",NA,Natural Sciences,1561,1864
2017,27.0501,2,1,Brown University,"Statistics, General",NA,Natural Sciences,1561,1864
2017,30.0000,1,13,Brown University,"Multi-/Interdisciplinary Studies, General",NA,Other/Unknown,1561,1864
2017,30.0000,2,2,Brown University,"Multi-/Interdisciplinary Studies, General",NA,Other/Unknown,1561,1864
2017,30.1301,1,1,Brown University,Medieval and Renaissance Studies,Selected Interdisciplinary Studies,Humanities,1561,1864
2017,30.1301,2,2,Brown University,Medieval and Renaissance Studies,Selected Interdisciplinary Studies,Humanities,1561,1864
2017,30.1501,1,12,Brown University,"Science, Technology and Society",NA,Social & Behavioral Sciences,1561,1864
2017,30.1501,2,3,Brown University,"Science, Technology and Society",NA,Social & Behavioral Sciences,1561,1864
2017,30.2201,1,0,Brown University,Ancient Studies/Civilization,Classical Studies,Humanities,1561,1864
2017,30.2201,2,0,Brown University,Ancient Studies/Civilization,Classical Studies,Humanities,1561,1864
2017,30.2202,1,2,Brown University,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",Classical Studies,Humanities,1561,1864
2017,30.2202,2,2,Brown University,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",Classical Studies,Humanities,1561,1864
2017,30.2501,1,9,Brown University,"Cognitive Science, General",NA,Natural Sciences,1561,1864
2017,30.2501,2,0,Brown University,"Cognitive Science, General",NA,Natural Sciences,1561,1864
2017,30.2701,1,44,Brown University,Human Biology,NA,Natural Sciences,1561,1864
2017,30.2701,2,1,Brown University,Human Biology,NA,Natural Sciences,1561,1864
2017,30.9999,1,10,Brown University,"Multi-/Interdisciplinary Studies, Other",NA,Other/Unknown,1561,1864
2017,30.9999,2,1,Brown University,"Multi-/Interdisciplinary Studies, Other",NA,Other/Unknown,1561,1864
2017,38.0101,1,18,Brown University,Philosophy,Philosophy,Humanities,1561,1864
2017,38.0101,2,5,Brown University,Philosophy,Philosophy,Humanities,1561,1864
2017,38.0201,1,1,Brown University,Religion/Religious Studies,Religion,Humanities,1561,1864
2017,38.0201,2,4,Brown University,Religion/Religious Studies,Religion,Humanities,1561,1864
2017,38.0206,1,0,Brown University,Jewish/Judaic Studies,Religion,Humanities,1561,1864
2017,38.0206,2,0,Brown University,Jewish/Judaic Studies,Religion,Humanities,1561,1864
2017,40.0201,1,0,Brown University,Astronomy,NA,Natural Sciences,1561,1864
2017,40.0501,1,14,Brown University,"Chemistry, General",NA,Natural Sciences,1561,1864
2017,40.0501,2,1,Brown University,"Chemistry, General",NA,Natural Sciences,1561,1864
2017,40.0508,1,3,Brown University,Chemical Physics,NA,Natural Sciences,1561,1864
2017,40.0508,2,0,Brown University,Chemical Physics,NA,Natural Sciences,1561,1864
2017,40.0601,1,12,Brown University,"Geology/Earth Science, General",NA,Natural Sciences,1561,1864
2017,40.0601,2,3,Brown University,"Geology/Earth Science, General",NA,Natural Sciences,1561,1864
2017,40.0602,1,3,Brown University,Geochemistry,NA,Natural Sciences,1561,1864
2017,40.0602,2,1,Brown University,Geochemistry,NA,Natural Sciences,1561,1864
2017,40.0603,1,4,Brown University,Geophysics and Seismology,NA,Natural Sciences,1561,1864
2017,40.0603,2,1,Brown University,Geophysics and Seismology,NA,Natural Sciences,1561,1864
2017,40.0801,1,19,Brown University,"Physics, General",NA,Natural Sciences,1561,1864
2017,40.0801,2,0,Brown University,"Physics, General",NA,Natural Sciences,1561,1864
2017,40.0810,1,0,Brown University,Theoretical and Mathematical Physics,NA,Natural Sciences,1561,1864
2017,40.0810,2,0,Brown University,Theoretical and Mathematical Physics,NA,Natural Sciences,1561,1864
2017,42.0101,1,0,Brown University,"Psychology, General",NA,Social & Behavioral Sciences,1561,1864
2017,42.0101,2,0,Brown University,"Psychology, General",NA,Social & Behavioral Sciences,1561,1864
2017,42.2701,1,15,Brown University,Cognitive Psychology and Psycholinguistics,NA,Social & Behavioral Sciences,1561,1864
2017,42.2701,2,0,Brown University,Cognitive Psychology and Psycholinguistics,NA,Social & Behavioral Sciences,1561,1864
2017,42.2704,1,36,Brown University,Experimental Psychology,NA,Social & Behavioral Sciences,1561,1864
2017,42.2704,2,4,Brown University,Experimental Psychology,NA,Social & Behavioral Sciences,1561,1864
2017,44.0501,1,20,Brown University,"Public Policy Analysis, General",NA,Social & Behavioral Sciences,1561,1864
2017,44.0501,2,2,Brown University,"Public Policy Analysis, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.0102,1,3,Brown University,Research Methodology and Quantitative Methods,NA,Social & Behavioral Sciences,1561,1864
2017,45.0201,1,17,Brown University,"Anthropology, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.0201,2,7,Brown University,"Anthropology, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.0301,1,4,Brown University,Archeology,Archaeology,Humanities,1561,1864
2017,45.0301,2,2,Brown University,Archeology,Archaeology,Humanities,1561,1864
2017,45.0601,1,0,Brown University,"Economics, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.0601,2,0,Brown University,"Economics, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.0603,1,97,Brown University,Econometrics and Quantitative Economics,NA,Social & Behavioral Sciences,1561,1864
2017,45.0603,2,37,Brown University,Econometrics and Quantitative Economics,NA,Social & Behavioral Sciences,1561,1864
2017,45.0604,1,15,Brown University,Development Economics and International Development,NA,Social & Behavioral Sciences,1561,1864
2017,45.0604,2,1,Brown University,Development Economics and International Development,NA,Social & Behavioral Sciences,1561,1864
2017,45.0901,1,54,Brown University,International Relations and Affairs,NA,Social & Behavioral Sciences,1561,1864
2017,45.0901,2,7,Brown University,International Relations and Affairs,NA,Social & Behavioral Sciences,1561,1864
2017,45.1001,1,48,Brown University,"Political Science and Government, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.1001,2,9,Brown University,"Political Science and Government, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.1101,1,15,Brown University,"Sociology, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.1101,2,3,Brown University,"Sociology, General",NA,Social & Behavioral Sciences,1561,1864
2017,45.1201,1,25,Brown University,Urban Studies/Affairs,NA,Social & Behavioral Sciences,1561,1864
2017,45.1201,2,5,Brown University,Urban Studies/Affairs,NA,Social & Behavioral Sciences,1561,1864
2017,45.9999,1,1,Brown University,"Social Sciences, Other",NA,Social & Behavioral Sciences,1561,1864
2017,45.9999,2,1,Brown University,"Social Sciences, Other",NA,Social & Behavioral Sciences,1561,1864
2017,50.0501,1,12,Brown University,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1561,1864
2017,50.0501,2,5,Brown University,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1561,1864
2017,50.0701,1,14,Brown University,"Art/Art Studies, General",NA,Fine & Performing Arts,1561,1864
2017,50.0701,2,9,Brown University,"Art/Art Studies, General",NA,Fine & Performing Arts,1561,1864
2017,50.0703,1,6,Brown University,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1561,1864
2017,50.0703,2,6,Brown University,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1561,1864
2017,50.0901,1,7,Brown University,"Music, General",NA,Fine & Performing Arts,1561,1864
2017,50.0901,2,7,Brown University,"Music, General",NA,Fine & Performing Arts,1561,1864
2017,50.0913,1,0,Brown University,Music Technology,NA,Fine & Performing Arts,1561,1864
2017,50.0913,2,0,Brown University,Music Technology,NA,Fine & Performing Arts,1561,1864
2017,51.2201,1,48,Brown University,"Public Health, General",NA,Health & Medical,1561,1864
2017,51.2201,2,6,Brown University,"Public Health, General",NA,Health & Medical,1561,1864
2017,51.2208,1,0,Brown University,Community Health and Preventive Medicine,NA,Health & Medical,1561,1864
2017,51.2208,2,0,Brown University,Community Health and Preventive Medicine,NA,Health & Medical,1561,1864
2017,51.3201,1,0,Brown University,Bioethics/Medical Ethics,Philosophy,Humanities,1561,1864
2017,51.3201,2,0,Brown University,Bioethics/Medical Ethics,Philosophy,Humanities,1561,1864
2017,52.0601,1,0,Brown University,Business/Managerial Economics,NA,Business & Management,1561,1864
2017,52.0601,2,0,Brown University,Business/Managerial Economics,NA,Business & Management,1561,1864
2017,52.0701,1,80,Brown University,Entrepreneurship/Entrepreneurial Studies,NA,Business & Management,1561,1864
2017,52.0701,2,4,Brown University,Entrepreneurship/Entrepreneurial Studies,NA,Business & Management,1561,1864
2017,54.0101,1,57,Brown University,"History, General",History,Humanities,1561,1864
2017,54.0101,2,13,Brown University,"History, General",History,Humanities,1561,1864
2017,05.0102,1,10,Stanford University,American/United States Studies/Civilization,Area Studies,Humanities,1669,1737
2017,05.0104,1,4,Stanford University,East Asian Studies,Area Studies,Humanities,1669,1737
2017,05.0104,2,1,Stanford University,East Asian Studies,Area Studies,Humanities,1669,1737
2017,05.0199,1,3,Stanford University,"Area Studies, Other",Area Studies,Humanities,1669,1737
2017,05.0199,2,1,Stanford University,"Area Studies, Other",Area Studies,Humanities,1669,1737
2017,05.0201,1,16,Stanford University,African-American/Black Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1669,1737
2017,05.0202,1,1,Stanford University,American Indian/Native American Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1669,1737
2017,05.0203,1,1,Stanford University,"Hispanic-American, Puerto Rican, and Mexican-American/Chicano Studies","Cultural, Ethnic, and Gender Studies",Humanities,1669,1737
2017,05.0299,1,10,Stanford University,"Ethnic, Cultural Minority, Gender, and Group Studies, Other","Cultural, Ethnic, and Gender Studies",Humanities,1669,1737
2017,05.0299,2,1,Stanford University,"Ethnic, Cultural Minority, Gender, and Group Studies, Other","Cultural, Ethnic, and Gender Studies",Humanities,1669,1737
2017,09.0199,1,21,Stanford University,"Communication and Media Studies, Other",Communication,Humanities,1669,1737
2017,09.0199,2,0,Stanford University,"Communication and Media Studies, Other",Communication,Humanities,1669,1737
2017,11.0701,1,273,Stanford University,Computer Science,NA,Engineering,1669,1737
2017,11.0701,2,0,Stanford University,Computer Science,NA,Engineering,1669,1737
2017,14.0501,1,27,Stanford University,Bioengineering and Biomedical Engineering,NA,Engineering,1669,1737
2017,14.0701,1,35,Stanford University,Chemical Engineering,NA,Engineering,1669,1737
2017,14.0801,1,7,Stanford University,"Civil Engineering, General",NA,Engineering,1669,1737
2017,14.1001,1,60,Stanford University,Electrical and Electronics Engineering,NA,Engineering,1669,1737
2017,14.1001,2,1,Stanford University,Electrical and Electronics Engineering,NA,Engineering,1669,1737
2017,14.1401,1,10,Stanford University,Environmental/Environmental Health Engineering,NA,Engineering,1669,1737
2017,14.1801,1,9,Stanford University,Materials Engineering,NA,Engineering,1669,1737
2017,14.1901,1,85,Stanford University,Mechanical Engineering,NA,Engineering,1669,1737
2017,14.1901,2,1,Stanford University,Mechanical Engineering,NA,Engineering,1669,1737
2017,14.9999,1,112,Stanford University,"Engineering, Other",NA,Engineering,1669,1737
2017,14.9999,2,0,Stanford University,"Engineering, Other",NA,Engineering,1669,1737
2017,15.1501,1,54,Stanford University,Engineering/Industrial Management,NA,Engineering,1669,1737
2017,16.0102,1,6,Stanford University,Linguistics,Linguistics,Humanities,1669,1737
2017,16.0102,2,1,Stanford University,Linguistics,Linguistics,Humanities,1669,1737
2017,16.0104,1,11,Stanford University,Comparative Literature,Comparative Literature,Humanities,1669,1737
2017,16.0104,2,1,Stanford University,Comparative Literature,Comparative Literature,Humanities,1669,1737
2017,16.0301,1,3,Stanford University,Chinese Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0302,1,3,Stanford University,Japanese Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0402,1,1,Stanford University,Russian Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0402,2,2,Stanford University,Russian Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0501,1,2,Stanford University,German Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0501,2,1,Stanford University,German Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0901,1,1,Stanford University,French Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0901,2,1,Stanford University,French Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0902,1,0,Stanford University,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0902,2,2,Stanford University,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0905,1,0,Stanford University,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.0905,2,1,Stanford University,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1669,1737
2017,16.1200,1,13,Stanford University,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1669,1737
2017,16.1200,2,1,Stanford University,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1669,1737
2017,23.0101,1,36,Stanford University,"English Language and Literature, General",English Language and Literature,Humanities,1669,1737
2017,23.0101,2,4,Stanford University,"English Language and Literature, General",English Language and Literature,Humanities,1669,1737
2017,26.0101,1,79,Stanford University,"Biology/Biological Sciences, General",NA,Natural Sciences,1669,1737
2017,27.0101,1,28,Stanford University,"Mathematics, General",NA,Natural Sciences,1669,1737
2017,27.0101,2,4,Stanford University,"Mathematics, General",NA,Natural Sciences,1669,1737
2017,27.0399,1,41,Stanford University,"Applied Mathematics, Other",NA,Natural Sciences,1669,1737
2017,27.0399,2,1,Stanford University,"Applied Mathematics, Other",NA,Natural Sciences,1669,1737
2017,30.1501,1,84,Stanford University,"Science, Technology and Society",NA,Social & Behavioral Sciences,1669,1737
2017,30.1501,2,2,Stanford University,"Science, Technology and Society",NA,Social & Behavioral Sciences,1669,1737
2017,30.2501,1,63,Stanford University,"Cognitive Science, General",NA,Natural Sciences,1669,1737
2017,30.2501,2,0,Stanford University,"Cognitive Science, General",NA,Natural Sciences,1669,1737
2017,30.2701,1,126,Stanford University,Human Biology,NA,Natural Sciences,1669,1737
2017,30.2701,2,4,Stanford University,Human Biology,NA,Natural Sciences,1669,1737
2017,38.0101,1,11,Stanford University,Philosophy,Philosophy,Humanities,1669,1737
2017,38.0101,2,1,Stanford University,Philosophy,Philosophy,Humanities,1669,1737
2017,38.0201,1,0,Stanford University,Religion/Religious Studies,Religion,Humanities,1669,1737
2017,38.0201,2,1,Stanford University,Religion/Religious Studies,Religion,Humanities,1669,1737
2017,38.9999,1,3,Stanford University,"Philosophy and Religious Studies, Other",Philosophy,Humanities,1669,1737
2017,38.9999,2,0,Stanford University,"Philosophy and Religious Studies, Other",Philosophy,Humanities,1669,1737
2017,40.0501,1,17,Stanford University,"Chemistry, General",NA,Natural Sciences,1669,1737
2017,40.0601,1,29,Stanford University,"Geology/Earth Science, General",NA,Natural Sciences,1669,1737
2017,40.0603,1,3,Stanford University,Geophysics and Seismology,NA,Natural Sciences,1669,1737
2017,40.0699,1,2,Stanford University,"Geological and Earth Sciences/Geosciences, Other",NA,Natural Sciences,1669,1737
2017,40.0801,1,23,Stanford University,"Physics, General",NA,Natural Sciences,1669,1737
2017,40.0801,2,2,Stanford University,"Physics, General",NA,Natural Sciences,1669,1737
2017,42.0101,1,58,Stanford University,"Psychology, General",NA,Social & Behavioral Sciences,1669,1737
2017,42.0101,2,4,Stanford University,"Psychology, General",NA,Social & Behavioral Sciences,1669,1737
2017,44.0501,1,15,Stanford University,"Public Policy Analysis, General",NA,Social & Behavioral Sciences,1669,1737
2017,44.0501,2,2,Stanford University,"Public Policy Analysis, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.0201,1,9,Stanford University,"Anthropology, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.0201,2,1,Stanford University,"Anthropology, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.0301,1,2,Stanford University,Archeology,Archaeology,Humanities,1669,1737
2017,45.0601,1,83,Stanford University,"Economics, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.0601,2,0,Stanford University,"Economics, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.0901,1,55,Stanford University,International Relations and Affairs,NA,Social & Behavioral Sciences,1669,1737
2017,45.0901,2,6,Stanford University,International Relations and Affairs,NA,Social & Behavioral Sciences,1669,1737
2017,45.1001,1,44,Stanford University,"Political Science and Government, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.1001,2,9,Stanford University,"Political Science and Government, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.1101,1,5,Stanford University,"Sociology, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.1101,2,1,Stanford University,"Sociology, General",NA,Social & Behavioral Sciences,1669,1737
2017,45.1201,1,5,Stanford University,Urban Studies/Affairs,NA,Social & Behavioral Sciences,1669,1737
2017,50.0501,1,4,Stanford University,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1669,1737
2017,50.0501,2,5,Stanford University,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1669,1737
2017,50.0601,1,5,Stanford University,Film/Cinema/Media Studies,Study of the Arts,Humanities,1669,1737
2017,50.0601,2,1,Stanford University,Film/Cinema/Media Studies,Study of the Arts,Humanities,1669,1737
2017,50.0702,1,8,Stanford University,"Fine/Studio Arts, General",NA,Fine & Performing Arts,1669,1737
2017,50.0702,2,1,Stanford University,"Fine/Studio Arts, General",NA,Fine & Performing Arts,1669,1737
2017,50.0703,1,11,Stanford University,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1669,1737
2017,50.0703,2,1,Stanford University,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1669,1737
2017,50.0901,1,4,Stanford University,"Music, General",NA,Fine & Performing Arts,1669,1737
2017,50.0901,2,0,Stanford University,"Music, General",NA,Fine & Performing Arts,1669,1737
2017,54.0101,1,38,Stanford University,"History, General",History,Humanities,1669,1737
2017,54.0101,2,3,Stanford University,"History, General",History,Humanities,1669,1737
2018,03.0103,1,22,Yale University,Environmental Studies,NA,Other/Unknown,1313,1547
2018,03.0103,2,1,Yale University,Environmental Studies,NA,Other/Unknown,1313,1547
2018,04.0201,1,11,Yale University,Architecture,NA,Other/Unknown,1313,1547
2018,04.0201,2,1,Yale University,Architecture,NA,Other/Unknown,1313,1547
2018,05.0101,1,0,Yale University,African Studies,Area Studies,Humanities,1313,1547
2018,05.0101,2,1,Yale University,African Studies,Area Studies,Humanities,1313,1547
2018,05.0102,1,21,Yale University,American/United States Studies/Civilization,Area Studies,Humanities,1313,1547
2018,05.0102,2,1,Yale University,American/United States Studies/Civilization,Area Studies,Humanities,1313,1547
2018,05.0104,1,8,Yale University,East Asian Studies,Area Studies,Humanities,1313,1547
2018,05.0104,2,6,Yale University,East Asian Studies,Area Studies,Humanities,1313,1547
2018,05.0107,1,3,Yale University,Latin American Studies,Area Studies,Humanities,1313,1547
2018,05.0107,2,2,Yale University,Latin American Studies,Area Studies,Humanities,1313,1547
2018,05.0108,1,1,Yale University,Near and Middle Eastern Studies,Area Studies,Humanities,1313,1547
2018,05.0108,2,1,Yale University,Near and Middle Eastern Studies,Area Studies,Humanities,1313,1547
2018,05.0110,1,2,Yale University,Russian Studies,Area Studies,Humanities,1313,1547
2018,05.0110,2,1,Yale University,Russian Studies,Area Studies,Humanities,1313,1547
2018,05.0112,1,0,Yale University,South Asian Studies,Area Studies,Humanities,1313,1547
2018,05.0112,2,1,Yale University,South Asian Studies,Area Studies,Humanities,1313,1547
2018,05.0125,1,2,Yale University,German Studies,Area Studies,Humanities,1313,1547
2018,05.0199,1,0,Yale University,"Area Studies, Other",Area Studies,Humanities,1313,1547
2018,05.0199,2,1,Yale University,"Area Studies, Other",Area Studies,Humanities,1313,1547
2018,05.0201,1,10,Yale University,African-American/Black Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1313,1547
2018,05.0201,2,3,Yale University,African-American/Black Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1313,1547
2018,05.0207,1,6,Yale University,Women's Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1313,1547
2018,05.0207,2,1,Yale University,Women's Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1313,1547
2018,05.0299,1,18,Yale University,"Ethnic, Cultural Minority, Gender, and Group Studies, Other","Cultural, Ethnic, and Gender Studies",Humanities,1313,1547
2018,05.0299,2,10,Yale University,"Ethnic, Cultural Minority, Gender, and Group Studies, Other","Cultural, Ethnic, and Gender Studies",Humanities,1313,1547
2018,11.0101,1,59,Yale University,"Computer and Information Sciences, General",NA,Engineering,1313,1547
2018,11.0101,2,6,Yale University,"Computer and Information Sciences, General",NA,Engineering,1313,1547
2018,11.0199,1,9,Yale University,"Computer and Information Sciences,  Other",NA,Engineering,1313,1547
2018,11.0202,1,6,Yale University,"Computer Programming, Specific Applications",NA,Engineering,1313,1547
2018,14.0501,1,24,Yale University,Bioengineering and Biomedical Engineering,NA,Engineering,1313,1547
2018,14.0701,1,8,Yale University,Chemical Engineering,NA,Engineering,1313,1547
2018,14.1001,1,8,Yale University,Electrical and Electronics Engineering,NA,Engineering,1313,1547
2018,14.1201,1,0,Yale University,Engineering Physics/Applied Physics,NA,Engineering,1313,1547
2018,14.1301,1,21,Yale University,Engineering Science,NA,Engineering,1313,1547
2018,14.1301,2,10,Yale University,Engineering Science,NA,Engineering,1313,1547
2018,14.1401,1,5,Yale University,Environmental/Environmental Health Engineering,NA,Engineering,1313,1547
2018,14.1901,1,14,Yale University,Mechanical Engineering,NA,Engineering,1313,1547
2018,16.0102,1,8,Yale University,Linguistics,Linguistics,Humanities,1313,1547
2018,16.0300,1,1,Yale University,"East Asian Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0301,1,0,Yale University,Chinese Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0302,1,0,Yale University,Japanese Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0402,1,0,Yale University,Russian Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0402,2,1,Yale University,Russian Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0500,1,0,Yale University,"Germanic Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0501,1,0,Yale University,German Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0501,2,2,Yale University,German Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0901,1,2,Yale University,French Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0901,2,3,Yale University,French Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0902,1,0,Yale University,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0902,2,1,Yale University,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0904,1,0,Yale University,Portuguese Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0905,1,1,Yale University,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.0905,2,2,Yale University,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1313,1547
2018,16.1100,1,1,Yale University,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1313,1547
2018,16.1103,1,0,Yale University,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",Languages and Literatures Other than English,Humanities,1313,1547
2018,16.1200,1,5,Yale University,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1313,1547
2018,16.1200,2,4,Yale University,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1313,1547
2018,16.1202,1,0,Yale University,Ancient/Classical Greek Language and Literature,Classical Studies,Humanities,1313,1547
2018,16.1203,1,0,Yale University,Latin Language and Literature,Classical Studies,Humanities,1313,1547
2018,23.0101,1,52,Yale University,"English Language and Literature, General",English Language and Literature,Humanities,1313,1547
2018,23.0101,2,10,Yale University,"English Language and Literature, General",English Language and Literature,Humanities,1313,1547
2018,23.9999,1,11,Yale University,"English Language and Literature/Letters, Other",English Language and Literature,Humanities,1313,1547
2018,24.0103,1,11,Yale University,Humanities/Humanistic Studies,General Humanities/Liberal Studies,Humanities,1313,1547
2018,26.0101,1,0,Yale University,"Biology/Biological Sciences, General",NA,Natural Sciences,1313,1547
2018,26.0210,1,25,Yale University,Biochemistry and Molecular Biology,NA,Natural Sciences,1313,1547
2018,26.0210,2,2,Yale University,Biochemistry and Molecular Biology,NA,Natural Sciences,1313,1547
2018,26.0406,1,84,Yale University,Cell/Cellular and Molecular Biology,NA,Natural Sciences,1313,1547
2018,26.0406,2,7,Yale University,Cell/Cellular and Molecular Biology,NA,Natural Sciences,1313,1547
2018,26.1303,1,31,Yale University,Evolutionary Biology,NA,Natural Sciences,1313,1547
2018,26.1303,2,2,Yale University,Evolutionary Biology,NA,Natural Sciences,1313,1547
2018,27.0101,1,42,Yale University,"Mathematics, General",NA,Natural Sciences,1313,1547
2018,27.0101,2,8,Yale University,"Mathematics, General",NA,Natural Sciences,1313,1547
2018,27.0199,1,7,Yale University,"Mathematics, Other",NA,Natural Sciences,1313,1547
2018,27.0199,2,1,Yale University,"Mathematics, Other",NA,Natural Sciences,1313,1547
2018,27.0301,1,15,Yale University,"Applied Mathematics, General",NA,Natural Sciences,1313,1547
2018,27.0301,2,5,Yale University,"Applied Mathematics, General",NA,Natural Sciences,1313,1547
2018,27.0501,1,16,Yale University,"Statistics, General",NA,Natural Sciences,1313,1547
2018,27.0501,2,11,Yale University,"Statistics, General",NA,Natural Sciences,1313,1547
2018,30.0801,1,3,Yale University,Mathematics and Computer Science,NA,Engineering,1313,1547
2018,30.2001,1,0,Yale University,International/Globalization Studies,NA,Social & Behavioral Sciences,1313,1547
