year,cipcode,major_number,total,instnm,cip_code,humanities_discipline,classification,total_students,total_degrees
2010,16.0501,1,3,Dartmouth College,German Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0501,2,1,Dartmouth College,German Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0900,1,5,Dartmouth College,"Romance Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0900,2,1,Dartmouth College,"Romance Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0901,1,6,Dartmouth College,French Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0901,2,2,Dartmouth College,French Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0902,1,1,Dartmouth College,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0902,2,1,Dartmouth College,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0905,1,3,Dartmouth College,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.0905,2,2,Dartmouth College,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.1101,1,4,Dartmouth College,Arabic Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.1101,2,1,Dartmouth College,Arabic Language and Literature,Languages and Literatures Other than English,Humanities,1067,1281
2010,16.1200,1,8,Dartmouth College,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1067,1281
2010,16.1200,2,0,Dartmouth College,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1067,1281
2010,16.9999,1,0,Dartmouth College,"Foreign Languages, Literatures, and Linguistics, Other",Languages and Literatures Other than English,Humanities,1067,1281
2010,23.0101,1,65,Dartmouth College,"English Language and Literature, General",English Language and Literature,Humanities,1067,1281
2010,23.0101,2,8,Dartmouth College,"English Language and Literature, General",English Language and Literature,Humanities,1067,1281
2010,23.1302,1,0,Dartmouth College,Creative Writing,English Language and Literature,Humanities,1067,1281
2010,26.0101,1,82,Dartmouth College,"Biology/Biological Sciences, General",NA,Natural Sciences,1067,1281
2010,26.0101,2,10,Dartmouth College,"Biology/Biological Sciences, General",NA,Natural Sciences,1067,1281
2010,26.0204,1,0,Dartmouth College,Molecular Biology,NA,Natural Sciences,1067,1281
2010,26.0204,2,0,Dartmouth College,Molecular Biology,NA,Natural Sciences,1067,1281
2010,26.0401,1,0,Dartmouth College,Cell/Cellular Biology and Histology,NA,Natural Sciences,1067,1281
2010,26.0401,2,0,Dartmouth College,Cell/Cellular Biology and Histology,NA,Natural Sciences,1067,1281
2010,26.1305,1,0,Dartmouth College,Environmental Biology,NA,Natural Sciences,1067,1281
2010,26.1305,2,0,Dartmouth College,Environmental Biology,NA,Natural Sciences,1067,1281
2010,26.1501,1,31,Dartmouth College,Neuroscience,NA,Natural Sciences,1067,1281
2010,26.1501,2,3,Dartmouth College,Neuroscience,NA,Natural Sciences,1067,1281
2010,27.0101,1,26,Dartmouth College,"Mathematics, General",NA,Natural Sciences,1067,1281
2010,27.0101,2,14,Dartmouth College,"Mathematics, General",NA,Natural Sciences,1067,1281
2010,30.2201,1,2,Dartmouth College,Ancient Studies/Civilization,Classical Studies,Humanities,1067,1281
2010,30.2201,2,0,Dartmouth College,Ancient Studies/Civilization,Classical Studies,Humanities,1067,1281
2010,30.2202,1,8,Dartmouth College,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",Classical Studies,Humanities,1067,1281
2010,30.2202,2,1,Dartmouth College,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",Classical Studies,Humanities,1067,1281
2010,30.2501,1,7,Dartmouth College,"Cognitive Science, General",NA,Natural Sciences,1067,1281
2010,30.2501,2,1,Dartmouth College,"Cognitive Science, General",NA,Natural Sciences,1067,1281
2010,30.9999,1,6,Dartmouth College,"Multi-/Interdisciplinary Studies, Other",NA,Other/Unknown,1067,1281
2010,30.9999,2,1,Dartmouth College,"Multi-/Interdisciplinary Studies, Other",NA,Other/Unknown,1067,1281
2010,38.0101,1,29,Dartmouth College,Philosophy,Philosophy,Humanities,1067,1281
2010,38.0101,2,11,Dartmouth College,Philosophy,Philosophy,Humanities,1067,1281
2010,38.0201,1,8,Dartmouth College,Religion/Religious Studies,Religion,Humanities,1067,1281
2010,38.0201,2,2,Dartmouth College,Religion/Religious Studies,Religion,Humanities,1067,1281
2010,40.0201,1,2,Dartmouth College,Astronomy,NA,Natural Sciences,1067,1281
2010,40.0501,1,16,Dartmouth College,"Chemistry, General",NA,Natural Sciences,1067,1281
2010,40.0501,2,3,Dartmouth College,"Chemistry, General",NA,Natural Sciences,1067,1281
2010,40.0599,1,6,Dartmouth College,"Chemistry, Other",NA,Natural Sciences,1067,1281
2010,40.0599,2,1,Dartmouth College,"Chemistry, Other",NA,Natural Sciences,1067,1281
2010,40.0601,1,8,Dartmouth College,"Geology/Earth Science, General",NA,Natural Sciences,1067,1281
2010,40.0601,2,1,Dartmouth College,"Geology/Earth Science, General",NA,Natural Sciences,1067,1281
2010,40.0699,1,5,Dartmouth College,"Geological and Earth Sciences/Geosciences, Other",NA,Natural Sciences,1067,1281
2010,40.0699,2,0,Dartmouth College,"Geological and Earth Sciences/Geosciences, Other",NA,Natural Sciences,1067,1281
2010,40.0801,1,13,Dartmouth College,"Physics, General",NA,Natural Sciences,1067,1281
2010,40.0801,2,2,Dartmouth College,"Physics, General",NA,Natural Sciences,1067,1281
2010,42.0101,1,78,Dartmouth College,"Psychology, General",NA,Social & Behavioral Sciences,1067,1281
2010,42.0101,2,14,Dartmouth College,"Psychology, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.0201,1,29,Dartmouth College,"Anthropology, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.0201,2,2,Dartmouth College,"Anthropology, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.0601,1,151,Dartmouth College,"Economics, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.0601,2,17,Dartmouth College,"Economics, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.0701,1,32,Dartmouth College,Geography,NA,Social & Behavioral Sciences,1067,1281
2010,45.0701,2,7,Dartmouth College,Geography,NA,Social & Behavioral Sciences,1067,1281
2010,45.1001,1,85,Dartmouth College,"Political Science and Government, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.1001,2,27,Dartmouth College,"Political Science and Government, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.1101,1,30,Dartmouth College,"Sociology, General",NA,Social & Behavioral Sciences,1067,1281
2010,45.1101,2,4,Dartmouth College,"Sociology, General",NA,Social & Behavioral Sciences,1067,1281
2010,50.0501,1,9,Dartmouth College,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1067,1281
2010,50.0501,2,0,Dartmouth College,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1067,1281
2010,50.0601,1,8,Dartmouth College,Film/Cinema/Media Studies,Study of the Arts,Humanities,1067,1281
2010,50.0601,2,0,Dartmouth College,Film/Cinema/Media Studies,Study of the Arts,Humanities,1067,1281
2010,50.0702,1,12,Dartmouth College,"Fine/Studio Arts, General",NA,Fine & Performing Arts,1067,1281
2010,50.0702,2,5,Dartmouth College,"Fine/Studio Arts, General",NA,Fine & Performing Arts,1067,1281
2010,50.0703,1,18,Dartmouth College,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1067,1281
2010,50.0703,2,3,Dartmouth College,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1067,1281
2010,50.0901,1,4,Dartmouth College,"Music, General",NA,Fine & Performing Arts,1067,1281
2010,50.0901,2,3,Dartmouth College,"Music, General",NA,Fine & Performing Arts,1067,1281
2010,54.0101,1,74,Dartmouth College,"History, General",History,Humanities,1067,1281
2010,54.0101,2,6,Dartmouth College,"History, General",History,Humanities,1067,1281
2010,04.0201,1,15,Princeton University,Architecture,NA,Other/Unknown,1188,1188
2010,05.0104,1,10,Princeton University,East Asian Studies,Area Studies,Humanities,1188,1188
2010,05.0108,1,13,Princeton University,Near and Middle Eastern Studies,Area Studies,Humanities,1188,1188
2010,14.0701,1,36,Princeton University,Chemical Engineering,NA,Engineering,1188,1188
2010,14.0801,1,18,Princeton University,"Civil Engineering, General",NA,Engineering,1188,1188
2010,14.0901,1,44,Princeton University,"Computer Engineering, General",NA,Engineering,1188,1188
2010,14.1001,1,31,Princeton University,Electrical and Electronics Engineering,NA,Engineering,1188,1188
2010,14.1901,1,37,Princeton University,Mechanical Engineering,NA,Engineering,1188,1188
2010,14.3701,1,55,Princeton University,Operations Research,NA,Business & Management,1188,1188
2010,16.0104,1,26,Princeton University,Comparative Literature,Comparative Literature,Humanities,1188,1188
2010,16.0400,1,8,Princeton University,"Slavic Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1188,1188
2010,16.0501,1,5,Princeton University,German Language and Literature,Languages and Literatures Other than English,Humanities,1188,1188
2010,16.0901,1,10,Princeton University,French Language and Literature,Languages and Literatures Other than English,Humanities,1188,1188
2010,16.0905,1,8,Princeton University,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1188,1188
2010,16.1200,1,16,Princeton University,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1188,1188
2010,23.0101,1,58,Princeton University,"English Language and Literature, General",English Language and Literature,Humanities,1188,1188
2010,26.0204,1,56,Princeton University,Molecular Biology,NA,Natural Sciences,1188,1188
2010,26.1301,1,37,Princeton University,Ecology,NA,Natural Sciences,1188,1188
2010,27.0101,1,31,Princeton University,"Mathematics, General",NA,Natural Sciences,1188,1188
2010,30.9999,1,2,Princeton University,"Multi-/Interdisciplinary Studies, Other",NA,Other/Unknown,1188,1188
2010,38.0101,1,43,Princeton University,Philosophy,Philosophy,Humanities,1188,1188
2010,38.0201,1,32,Princeton University,Religion/Religious Studies,Religion,Humanities,1188,1188
2010,40.0202,1,6,Princeton University,Astrophysics,NA,Natural Sciences,1188,1188
2010,40.0501,1,33,Princeton University,"Chemistry, General",NA,Natural Sciences,1188,1188
2010,40.0699,1,4,Princeton University,"Geological and Earth Sciences/Geosciences, Other",NA,Natural Sciences,1188,1188
2010,40.0801,1,29,Princeton University,"Physics, General",NA,Natural Sciences,1188,1188
2010,42.0101,1,56,Princeton University,"Psychology, General",NA,Social & Behavioral Sciences,1188,1188
2010,44.0501,1,76,Princeton University,"Public Policy Analysis, General",NA,Social & Behavioral Sciences,1188,1188
2010,45.0201,1,40,Princeton University,"Anthropology, General",NA,Social & Behavioral Sciences,1188,1188
2010,45.0601,1,97,Princeton University,"Economics, General",NA,Social & Behavioral Sciences,1188,1188
2010,45.1001,1,102,Princeton University,"Political Science and Government, General",NA,Social & Behavioral Sciences,1188,1188
2010,45.1101,1,42,Princeton University,"Sociology, General",NA,Social & Behavioral Sciences,1188,1188
2010,50.0703,1,25,Princeton University,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1188,1188
2010,50.0901,1,7,Princeton University,"Music, General",NA,Fine & Performing Arts,1188,1188
2010,54.0101,1,80,Princeton University,"History, General",History,Humanities,1188,1188
2010,03.0104,1,10,Columbia University in the City of New York,Environmental Science,NA,Other/Unknown,1950,2297
2010,03.0104,2,4,Columbia University in the City of New York,Environmental Science,NA,Other/Unknown,1950,2297
2010,04.0201,1,13,Columbia University in the City of New York,Architecture,NA,Other/Unknown,1950,2297
2010,04.0201,2,1,Columbia University in the City of New York,Architecture,NA,Other/Unknown,1950,2297
2010,05.0101,1,3,Columbia University in the City of New York,African Studies,Area Studies,Humanities,1950,2297
2010,05.0101,2,2,Columbia University in the City of New York,African Studies,Area Studies,Humanities,1950,2297
2010,05.0102,1,13,Columbia University in the City of New York,American/United States Studies/Civilization,Area Studies,Humanities,1950,2297
2010,05.0102,2,3,Columbia University in the City of New York,American/United States Studies/Civilization,Area Studies,Humanities,1950,2297
2010,05.0104,1,21,Columbia University in the City of New York,East Asian Studies,Area Studies,Humanities,1950,2297
2010,05.0104,2,3,Columbia University in the City of New York,East Asian Studies,Area Studies,Humanities,1950,2297
2010,05.0107,1,3,Columbia University in the City of New York,Latin American Studies,Area Studies,Humanities,1950,2297
2010,05.0122,1,2,Columbia University in the City of New York,"Regional Studies (U.S., Canadian, Foreign)",Area Studies,Humanities,1950,2297
2010,05.0122,2,1,Columbia University in the City of New York,"Regional Studies (U.S., Canadian, Foreign)",Area Studies,Humanities,1950,2297
2010,05.0200,1,4,Columbia University in the City of New York,Ethnic Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1950,2297
2010,05.0200,2,4,Columbia University in the City of New York,Ethnic Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1950,2297
2010,05.0201,1,2,Columbia University in the City of New York,African-American/Black Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1950,2297
2010,05.0201,2,1,Columbia University in the City of New York,African-American/Black Studies,"Cultural, Ethnic, and Gender Studies",Humanities,1950,2297
2010,11.0701,1,34,Columbia University in the City of New York,Computer Science,NA,Engineering,1950,2297
2010,11.0701,2,7,Columbia University in the City of New York,Computer Science,NA,Engineering,1950,2297
2010,13.0101,1,0,Columbia University in the City of New York,"Education, General",NA,Education,1950,2297
2010,13.0101,2,3,Columbia University in the City of New York,"Education, General",NA,Education,1950,2297
2010,14.0501,1,43,Columbia University in the City of New York,Bioengineering and Biomedical Engineering,NA,Engineering,1950,2297
2010,14.0701,1,36,Columbia University in the City of New York,Chemical Engineering,NA,Engineering,1950,2297
2010,14.0801,1,51,Columbia University in the City of New York,"Civil Engineering, General",NA,Engineering,1950,2297
2010,14.0901,1,5,Columbia University in the City of New York,"Computer Engineering, General",NA,Engineering,1950,2297
2010,14.1001,1,28,Columbia University in the City of New York,Electrical and Electronics Engineering,NA,Engineering,1950,2297
2010,14.1001,2,0,Columbia University in the City of New York,Electrical and Electronics Engineering,NA,Engineering,1950,2297
2010,14.1101,1,0,Columbia University in the City of New York,Engineering Mechanics,NA,Engineering,1950,2297
2010,14.1201,1,8,Columbia University in the City of New York,Engineering Physics/Applied Physics,NA,Engineering,1950,2297
2010,14.1401,1,15,Columbia University in the City of New York,Environmental/Environmental Health Engineering,NA,Engineering,1950,2297
2010,14.1901,1,43,Columbia University in the City of New York,Mechanical Engineering,NA,Engineering,1950,2297
2010,14.2001,1,0,Columbia University in the City of New York,Metallurgical Engineering,NA,Engineering,1950,2297
2010,14.2101,1,0,Columbia University in the City of New York,Mining and Mineral Engineering,NA,Engineering,1950,2297
2010,14.3501,1,23,Columbia University in the City of New York,Industrial Engineering,NA,Engineering,1950,2297
2010,14.3701,1,81,Columbia University in the City of New York,Operations Research,NA,Business & Management,1950,2297
2010,14.3701,2,0,Columbia University in the City of New York,Operations Research,NA,Business & Management,1950,2297
2010,14.9999,1,0,Columbia University in the City of New York,"Engineering, Other",NA,Engineering,1950,2297
2010,16.0104,1,14,Columbia University in the City of New York,Comparative Literature,Comparative Literature,Humanities,1950,2297
2010,16.0400,1,2,Columbia University in the City of New York,"Slavic Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0400,2,2,Columbia University in the City of New York,"Slavic Languages, Literatures, and Linguistics, General",Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0402,1,1,Columbia University in the City of New York,Russian Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0402,2,0,Columbia University in the City of New York,Russian Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0501,1,4,Columbia University in the City of New York,German Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0501,2,7,Columbia University in the City of New York,German Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0901,1,13,Columbia University in the City of New York,French Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0901,2,10,Columbia University in the City of New York,French Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0902,1,3,Columbia University in the City of New York,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0902,2,0,Columbia University in the City of New York,Italian Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0904,1,0,Columbia University in the City of New York,Portuguese Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0904,2,1,Columbia University in the City of New York,Portuguese Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0905,1,10,Columbia University in the City of New York,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.0905,2,22,Columbia University in the City of New York,Spanish Language and Literature,Languages and Literatures Other than English,Humanities,1950,2297
2010,16.1199,1,16,Columbia University in the City of New York,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",Languages and Literatures Other than English,Humanities,1950,2297
2010,16.1199,2,4,Columbia University in the City of New York,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other",Languages and Literatures Other than English,Humanities,1950,2297
2010,16.1200,1,5,Columbia University in the City of New York,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1950,2297
2010,16.1200,2,0,Columbia University in the City of New York,"Classics and Classical Languages, Literatures, and Linguistics, General",Classical Studies,Humanities,1950,2297
2010,16.1202,1,0,Columbia University in the City of New York,Ancient/Classical Greek Language and Literature,Classical Studies,Humanities,1950,2297
2010,16.1202,2,0,Columbia University in the City of New York,Ancient/Classical Greek Language and Literature,Classical Studies,Humanities,1950,2297
2010,16.1203,1,0,Columbia University in the City of New York,Latin Language and Literature,Classical Studies,Humanities,1950,2297
2010,16.9999,1,0,Columbia University in the City of New York,"Foreign Languages, Literatures, and Linguistics, Other",Languages and Literatures Other than English,Humanities,1950,2297
2010,16.9999,2,0,Columbia University in the City of New York,"Foreign Languages, Literatures, and Linguistics, Other",Languages and Literatures Other than English,Humanities,1950,2297
2010,23.0101,1,118,Columbia University in the City of New York,"English Language and Literature, General",English Language and Literature,Humanities,1950,2297
2010,23.0101,2,20,Columbia University in the City of New York,"English Language and Literature, General",English Language and Literature,Humanities,1950,2297
2010,23.1302,1,21,Columbia University in the City of New York,Creative Writing,English Language and Literature,Humanities,1950,2297
2010,23.1302,2,6,Columbia University in the City of New York,Creative Writing,English Language and Literature,Humanities,1950,2297
2010,23.1404,1,0,Columbia University in the City of New York,English Literature (British and Commonwealth),English Language and Literature,Humanities,1950,2297
2010,24.0101,1,1,Columbia University in the City of New York,Liberal Arts and Sciences/Liberal Studies,General Humanities/Liberal Studies,Humanities,1950,2297
2010,24.0101,2,10,Columbia University in the City of New York,Liberal Arts and Sciences/Liberal Studies,General Humanities/Liberal Studies,Humanities,1950,2297
2010,24.0103,1,4,Columbia University in the City of New York,Humanities/Humanistic Studies,General Humanities/Liberal Studies,Humanities,1950,2297
2010,24.0103,2,3,Columbia University in the City of New York,Humanities/Humanistic Studies,General Humanities/Liberal Studies,Humanities,1950,2297
2010,26.0101,1,49,Columbia University in the City of New York,"Biology/Biological Sciences, General",NA,Natural Sciences,1950,2297
2010,26.0101,2,3,Columbia University in the City of New York,"Biology/Biological Sciences, General",NA,Natural Sciences,1950,2297
2010,26.0202,1,17,Columbia University in the City of New York,Biochemistry,NA,Natural Sciences,1950,2297
2010,26.0202,2,3,Columbia University in the City of New York,Biochemistry,NA,Natural Sciences,1950,2297
2010,26.0203,1,2,Columbia University in the City of New York,Biophysics,NA,Natural Sciences,1950,2297
2010,26.0203,2,1,Columbia University in the City of New York,Biophysics,NA,Natural Sciences,1950,2297
2010,26.1501,1,52,Columbia University in the City of New York,Neuroscience,NA,Natural Sciences,1950,2297
2010,26.1501,2,1,Columbia University in the City of New York,Neuroscience,NA,Natural Sciences,1950,2297
2010,26.9999,1,0,Columbia University in the City of New York,"Biological and Biomedical Sciences, Other",NA,Natural Sciences,1950,2297
2010,26.9999,2,0,Columbia University in the City of New York,"Biological and Biomedical Sciences, Other",NA,Natural Sciences,1950,2297
2010,27.0101,1,35,Columbia University in the City of New York,"Mathematics, General",NA,Natural Sciences,1950,2297
2010,27.0101,2,18,Columbia University in the City of New York,"Mathematics, General",NA,Natural Sciences,1950,2297
2010,27.0301,1,32,Columbia University in the City of New York,"Applied Mathematics, General",NA,Natural Sciences,1950,2297
2010,27.0301,2,0,Columbia University in the City of New York,"Applied Mathematics, General",NA,Natural Sciences,1950,2297
2010,27.0501,1,5,Columbia University in the City of New York,"Statistics, General",NA,Natural Sciences,1950,2297
2010,27.0501,2,3,Columbia University in the City of New York,"Statistics, General",NA,Natural Sciences,1950,2297
2010,27.9999,1,0,Columbia University in the City of New York,"Mathematics and Statistics, Other",NA,Natural Sciences,1950,2297
2010,30.0801,1,2,Columbia University in the City of New York,Mathematics and Computer Science,NA,Engineering,1950,2297
2010,30.0801,2,1,Columbia University in the City of New York,Mathematics and Computer Science,NA,Engineering,1950,2297
2010,30.2201,1,2,Columbia University in the City of New York,Ancient Studies/Civilization,Classical Studies,Humanities,1950,2297
2010,30.2201,2,2,Columbia University in the City of New York,Ancient Studies/Civilization,Classical Studies,Humanities,1950,2297
2010,38.0101,1,35,Columbia University in the City of New York,Philosophy,Philosophy,Humanities,1950,2297
2010,38.0101,2,8,Columbia University in the City of New York,Philosophy,Philosophy,Humanities,1950,2297
2010,38.0201,1,12,Columbia University in the City of New York,Religion/Religious Studies,Religion,Humanities,1950,2297
2010,38.0201,2,5,Columbia University in the City of New York,Religion/Religious Studies,Religion,Humanities,1950,2297
2010,38.9999,1,19,Columbia University in the City of New York,"Philosophy and Religious Studies, Other",Philosophy,Humanities,1950,2297
2010,38.9999,2,1,Columbia University in the City of New York,"Philosophy and Religious Studies, Other",Philosophy,Humanities,1950,2297
2010,40.0201,1,1,Columbia University in the City of New York,Astronomy,NA,Natural Sciences,1950,2297
2010,40.0201,2,0,Columbia University in the City of New York,Astronomy,NA,Natural Sciences,1950,2297
2010,40.0202,1,4,Columbia University in the City of New York,Astrophysics,NA,Natural Sciences,1950,2297
2010,40.0202,2,1,Columbia University in the City of New York,Astrophysics,NA,Natural Sciences,1950,2297
2010,40.0501,1,4,Columbia University in the City of New York,"Chemistry, General",NA,Natural Sciences,1950,2297
2010,40.0501,2,0,Columbia University in the City of New York,"Chemistry, General",NA,Natural Sciences,1950,2297
2010,40.0601,1,33,Columbia University in the City of New York,"Geology/Earth Science, General",NA,Natural Sciences,1950,2297
2010,40.0601,2,4,Columbia University in the City of New York,"Geology/Earth Science, General",NA,Natural Sciences,1950,2297
2010,40.0801,1,10,Columbia University in the City of New York,"Physics, General",NA,Natural Sciences,1950,2297
2010,40.0801,2,4,Columbia University in the City of New York,"Physics, General",NA,Natural Sciences,1950,2297
2010,40.1001,1,4,Columbia University in the City of New York,Materials Science,NA,Natural Sciences,1950,2297
2010,40.9999,1,0,Columbia University in the City of New York,"Physical Sciences, Other",NA,Natural Sciences,1950,2297
2010,42.0101,1,89,Columbia University in the City of New York,"Psychology, General",NA,Social & Behavioral Sciences,1950,2297
2010,42.0101,2,23,Columbia University in the City of New York,"Psychology, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.0201,1,46,Columbia University in the City of New York,"Anthropology, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.0201,2,16,Columbia University in the City of New York,"Anthropology, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.0601,1,206,Columbia University in the City of New York,"Economics, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.0601,2,30,Columbia University in the City of New York,"Economics, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.0604,1,1,Columbia University in the City of New York,Development Economics and International Development,NA,Social & Behavioral Sciences,1950,2297
2010,45.0604,2,14,Columbia University in the City of New York,Development Economics and International Development,NA,Social & Behavioral Sciences,1950,2297
2010,45.1001,1,160,Columbia University in the City of New York,"Political Science and Government, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.1001,2,36,Columbia University in the City of New York,"Political Science and Government, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.1101,1,25,Columbia University in the City of New York,"Sociology, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.1101,2,5,Columbia University in the City of New York,"Sociology, General",NA,Social & Behavioral Sciences,1950,2297
2010,45.1201,1,21,Columbia University in the City of New York,Urban Studies/Affairs,NA,Social & Behavioral Sciences,1950,2297
2010,45.1201,2,0,Columbia University in the City of New York,Urban Studies/Affairs,NA,Social & Behavioral Sciences,1950,2297
2010,45.9999,1,0,Columbia University in the City of New York,"Social Sciences, Other",NA,Social & Behavioral Sciences,1950,2297
2010,45.9999,2,0,Columbia University in the City of New York,"Social Sciences, Other",NA,Social & Behavioral Sciences,1950,2297
2010,50.0301,1,1,Columbia University in the City of New York,"Dance, General",NA,Fine & Performing Arts,1950,2297
2010,50.0301,2,0,Columbia University in the City of New York,"Dance, General",NA,Fine & Performing Arts,1950,2297
2010,50.0501,1,8,Columbia University in the City of New York,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1950,2297
2010,50.0501,2,0,Columbia University in the City of New York,"Drama and Dramatics/Theatre Arts, General",NA,Fine & Performing Arts,1950,2297
2010,50.0703,1,44,Columbia University in the City of New York,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1950,2297
2010,50.0703,2,14,Columbia University in the City of New York,"Art History, Criticism and Conservation",Study of the Arts,Humanities,1950,2297
2010,50.0901,1,16,Columbia University in the City of New York,"Music, General",NA,Fine & Performing Arts,1950,2297
2010,50.0901,2,5,Columbia University in the City of New York,"Music, General",NA,Fine & Performing Arts,1950,2297
2010,50.0910,1,0,Columbia University in the City of New York,Jazz/Jazz Studies,Study of the Arts,Humanities,1950,2297
2010,50.0910,2,3,Columbia University in the City of New York,Jazz/Jazz Studies,Study of the Arts,Humanities,1950,2297
2010,50.9999,1,35,Columbia University in the City of New York,"Visual and Performing Arts, Other",NA,Fine & Performing Arts,1950,2297
2010,50.9999,2,4,Columbia University in the City of New York,"Visual and Performing Arts, Other",NA,Fine & Performing Arts,1950,2297
2010,51.3801,1,191,Columbia University in the City of New York,Registered Nursing/Registered Nurse,NA,Health & Medical,1950,2297
2010,54.0101,1,139,Columbia University in the City of New York,"History, General",History,Humanities,1950,2297
2010,54.0101,2,28,Columbia University in the City of New York,"History, General",History,Humanities,1950,2297
2010,01.0000,1,50,Cornell University,"Agriculture, General",NA,Other/Unknown,3696,4049
2010,01.0101,1,0,Cornell University,"Agricultural Business and Management, General",NA,Business & Management,3696,4049
2010,01.0102,1,0,Cornell University,Agribusiness/Agricultural Business Operations,NA,Business & Management,3696,4049
2010,01.0103,1,228,Cornell University,Agricultural Economics,NA,Social & Behavioral Sciences,3696,4049
2010,01.0103,2,13,Cornell University,Agricultural Economics,NA,Social & Behavioral Sciences,3696,4049
2010,01.0309,1,3,Cornell University,Viticulture And Enology,NA,Business & Management,3696,4049
2010,01.0309,2,2,Cornell University,Viticulture And Enology,NA,Business & Management,3696,4049
2010,01.0701,1,10,Cornell University,International Agriculture,NA,Business & Management,3696,4049
2010,01.0701,2,1,Cornell University,International Agriculture,NA,Business & Management,3696,4049
2010,01.0901,1,123,Cornell University,"Animal Sciences, General",NA,Other/Unknown,3696,4049
2010,01.0901,2,2,Cornell University,"Animal Sciences, General",NA,Other/Unknown,3696,4049
2010,01.1001,1,14,Cornell University,Food Science,NA,Other/Unknown,3696,4049
2010,01.1101,1,16,Cornell University,"Plant Sciences, General",NA,Other/Unknown,3696,4049
2010,01.1101,2,2,Cornell University,"Plant Sciences, General",NA,Other/Unknown,3696,4049
2010,01.1102,1,0,Cornell University,Agronomy and Crop Science,NA,Other/Unknown,3696,4049
2010,03.0101,1,53,Cornell University,"Natural Resources/Conservation, General",NA,Other/Unknown,3696,4049
