major,year,share_students
Psychology,2019,0.04671052631578947
Psychology,2020,0.05108055009823183
Psychology,2021,0.056355666875391355
Psychology,2022,0.06013745704467354
Psychology,2023,0.0586145648312611
Psychology,2024,0.05347871235721703
Public Policy Studies,2005,0.027052238805970148
Public Policy Studies,2006,0.0283363802559415
Public Policy Studies,2007,0.03111495246326707
Public Policy Studies,2008,0.04725738396624472
Public Policy Studies,2009,0.03893951946975974
Public Policy Studies,2010,0.04052936311000827
Public Policy Studies,2011,0.04094488188976378
Public Policy Studies,2012,0.04750402576489533
Public Policy Studies,2013,0.06338028169014084
Public Policy Studies,2014,0.05270758122743682
Public Policy Studies,2015,0.07088989441930618
Public Policy Studies,2016,0.07849829351535836
Public Policy Studies,2017,0.06299212598425197
Public Policy Studies,2018,0.09328621908127209
Public Policy Studies,2019,0.09276315789473684
Public Policy Studies,2020,0.08447937131630648
Public Policy Studies,2021,0.06574827802128992
Public Policy Studies,2022,0.06529209621993128
Public Policy Studies,2023,0.047365304914150384
Public Policy Studies,2024,0.05347871235721703
Race/Diaspora/Indigeneity,2024,0.0020768431983385254
Religious Studies,2005,0.008395522388059701
Religious Studies,2006,0.006398537477148081
Religious Studies,2007,0.007778738115816767
Religious Studies,2008,0.006751054852320675
Religious Studies,2009,0.007456503728251864
Religious Studies,2010,0.007444168734491315
Religious Studies,2011,0.002362204724409449
Religious Studies,2012,0.008051529790660225
Religious Studies,2013,0.009389671361502348
Religious Studies,2014,0.002888086642599278
Religious Studies,2015,0.0030165912518853697
Religious Studies,2016,0.0027303754266211604
Religious Studies,2017,0.004294917680744453
Religious Studies,2018,0.0028268551236749115
Religious Studies,2019,0.002631578947368421
Religious Studies,2020,0.0026195153896529143
Religious Studies,2021,0.004383218534752661
Religious Studies,2022,0.006300114547537228
Religious Studies,2023,0.008880994671403197
Religious Studies,2024,0.007268951194184839
Romance Lang/Lit,2005,0.008395522388059701
Romance Lang/Lit,2006,0.006398537477148081
Romance Lang/Lit,2007,0.012100259291270527
Romance Lang/Lit,2008,0.00590717299578059
Romance Lang/Lit,2009,0.006628003314001657
Romance Lang/Lit,2010,0.013234077750206782
Romance Lang/Lit,2011,0.010236220472440945
Romance Lang/Lit,2012,0.012077294685990338
Romance Lang/Lit,2013,0.01643192488262911
Romance Lang/Lit,2014,0.013718411552346571
Romance Lang/Lit,2015,0.013574660633484163
Romance Lang/Lit,2016,0.011604095563139932
Romance Lang/Lit,2017,0.0071581961345740875
Romance Lang/Lit,2018,0.014134275618374558
Romance Lang/Lit,2019,0.011842105263157895
Romance Lang/Lit,2020,0.014407334643091027
Romance Lang/Lit,2021,0.007514088916718848
Romance Lang/Lit,2022,0.012600229095074456
Romance Lang/Lit,2023,0.018946121965660152
Romance Lang/Lit,2024,0.012461059190031152
Russian/East European Studies,2005,0.002798507462686567
Russian/East European Studies,2006,0.009140767824497258
Russian/East European Studies,2007,0.00432152117545376
Russian/East European Studies,2008,0.005063291139240506
Russian/East European Studies,2009,0.004142502071251036
Russian/East European Studies,2010,0.005789909015715467
Russian/East European Studies,2011,0.011023622047244094
Russian/East European Studies,2012,0.007246376811594203
Russian/East European Studies,2013,0.004694835680751174
Russian/East European Studies,2014,0.005776173285198556
Russian/East European Studies,2015,0.004524886877828055
Russian/East European Studies,2016,0.0061433447098976105
Russian/East European Studies,2017,0.004294917680744453
Russian/East European Studies,2018,0.0049469964664310955
Russian/East European Studies,2019,0.007894736842105263
Russian/East European Studies,2020,0.008513425016371971
Russian/East European Studies,2021,0.0068879148403256105
Russian/East European Studies,2022,0.004009163802978236
Russian/East European Studies,2023,0.005920663114268798
Russian/East European Studies,2024,0.004672897196261682
Sociology,2005,0.026119402985074626
Sociology,2006,0.011882998171846435
Sociology,2007,0.01728608470181504
Sociology,2008,0.016033755274261603
Sociology,2009,0.027340513670256836
Sociology,2010,0.017369727047146403
Sociology,2011,0.025984251968503937
Sociology,2012,0.024154589371980676
Sociology,2013,0.025821596244131457
Sociology,2014,0.02454873646209386
Sociology,2015,0.013574660633484163
Sociology,2016,0.024573378839590442
Sociology,2017,0.01145311381531854
Sociology,2018,0.019787985865724382
Sociology,2019,0.019736842105263157
Sociology,2020,0.020301244269810084
Sociology,2021,0.023794614902943018
Sociology,2022,0.0286368843069874
Sociology,2023,0.013025458851391355
Sociology,2024,0.024922118380062305
South Asian Lang/Civ,2005,0.0065298507462686565
South Asian Lang/Civ,2006,0.005484460694698354
South Asian Lang/Civ,2007,0.00432152117545376
South Asian Lang/Civ,2008,0.0016877637130801688
South Asian Lang/Civ,2009,0.008285004142502071
South Asian Lang/Civ,2010,0.007444168734491315
South Asian Lang/Civ,2011,0.005511811023622047
South Asian Lang/Civ,2012,0.001610305958132045
South Asian Lang/Civ,2013,0.002347417840375587
South Asian Lang/Civ,2014,0.002888086642599278
South Asian Lang/Civ,2015,0.005279034690799397
South Asian Lang/Civ,2016,0.0013651877133105802
South Asian Lang/Civ,2017,0.0035790980672870437
South Asian Lang/Civ,2018,0.0021201413427561835
South Asian Lang/Civ,2019,0.004605263157894736
South Asian Lang/Civ,2020,0.0019646365422396855
South Asian Lang/Civ,2021,0.0012523481527864746
South Asian Lang/Civ,2022,0
South Asian Lang/Civ,2023,0
South Asian Lang/Civ,2024,5.192107995846313e-4
Statistics,2005,0.013059701492537313
Statistics,2006,0.011882998171846435
Statistics,2007,0.014693171996542784
Statistics,2008,0.010970464135021098
Statistics,2009,0.009942004971002486
Statistics,2010,0.01240694789081886
Statistics,2011,0.006299212598425197
Statistics,2012,0.007246376811594203
Statistics,2013,0.014084507042253521
Statistics,2014,0.021660649819494584
Statistics,2015,0.023378582202111614
Statistics,2016,0.026621160409556314
Statistics,2017,0.04509663564781675
Statistics,2018,0.03392226148409894
Statistics,2019,0.04868421052631579
Statistics,2020,0.04977079240340537
Statistics,2021,0.035691922354414526
Statistics,2022,0.0429553264604811
Statistics,2023,0.028419182948490232
Statistics,2024,0.029595015576323987
Theater/Performance Studies,2009,0.008285004142502071
Theater/Performance Studies,2010,0.0041356492969396195
Theater/Performance Studies,2011,0.005511811023622047
Theater/Performance Studies,2012,0.00966183574879227
Theater/Performance Studies,2013,0.010172143974960876
Theater/Performance Studies,2014,0.006498194945848376
Theater/Performance Studies,2015,0.008295625942684766
Theater/Performance Studies,2016,0.008191126279863481
Theater/Performance Studies,2017,0.0071581961345740875
Theater/Performance Studies,2018,0.007067137809187279
Theater/Performance Studies,2019,0.005263157894736842
Theater/Performance Studies,2020,0.0045841519318926
Theater/Performance Studies,2021,0.002504696305572949
Theater/Performance Studies,2022,0.006300114547537228
Theater/Performance Studies,2023,0.003552397868561279
Theater/Performance Studies,2024,0.002596053997923157
Visual Arts,2005,0.009328358208955223
Visual Arts,2006,0.004570383912248629
Visual Arts,2007,0.014693171996542784
Visual Arts,2008,0.004219409282700422
Visual Arts,2009,0.0024855012427506215
Visual Arts,2010,0.0033085194375516956
Visual Arts,2011,0.005511811023622047
Visual Arts,2012,0.007246376811594203
Visual Arts,2013,0.00782472613458529
Visual Arts,2014,0.010830324909747292
Visual Arts,2015,0.010558069381598794
Visual Arts,2016,0.011604095563139932
Visual Arts,2017,0.008589835361488905
Visual Arts,2018,0.008480565371024734
Visual Arts,2019,0.015789473684210527
Visual Arts,2020,0.007858546168958742
Visual Arts,2021,0.00939261114589856
Visual Arts,2022,0.009163802978235968
Visual Arts,2023,0.009473060982830076
Visual Arts,2024,0.00778816199376947
Other,2005,0.009328358208955223
Other,2006,0.003656307129798903
Other,2007,0.010371650821089023
Other,2008,0.01181434599156118
Other,2009,0.00579950289975145
Other,2010,0.013234077750206782
Other,2011,0.007874015748031496
Other,2012,0.00322061191626409
Other,2013,0.007042253521126761
Other,2014,0.011552346570397111
Other,2015,0.014328808446455505
Other,2016,0.011604095563139932
Other,2017,0.014316392269148175
Other,2018,0.015547703180212015
Other,2019,0.010526315789473684
Other,2020,0.008513425016371971
Other,2021,0.015028177833437696
Other,2022,0.013172966781214204
Other,2023,0.015985790408525755
Other,2024,0.021806853582554516
