ticker,percent,company,amt
AMRZ,0.02,"Amrize Ltd. — BVBMCR2 0.02 % 352,195 $17,220,858",6478.6
NOKIA,0.02,Nokia Oyj —,6478.6
IP,0.02,International Paper Co.,6478.6
STE,0.02,"STERIS plc G8473T100 BFY8C75 0.02 % 68,945 $17,059,751",6478.6
PTC,0.02,PTC Inc.,6478.6
CHTR,0.02,Charter Communications Inc. Class A,6478.6
EQR,0.02,Equity Residential,6478.6
KOTAKBANK,0.02,Kotak Mahindra Bank Ltd. Y4964H150,6478.6
LDOS,0.02,Leidos Holdings Inc.,6478.6
4543,0.02,Terumo Corp. J,6478.6
NTAP,0.02,NetApp Inc.,6478.6
CINF,0.02,Cincinnati Financial Corp.,6478.6
FSR,0.02,FirstRand Ltd. —,6478.6
HUBS,0.02,HubSpot Inc.,6478.6
LH,0.02,Labcorp Holdings Inc.,6478.6
PPG,0.02,PPG Industries Inc.,6478.6
2881,0.02,Fubon Financial Holding Co. Ltd. —,6478.6
ML,0.02,"Cie Generale des Etablissements Michelin SCA — BPBPJ01 0.02 % 465,593 $16,767,744",6478.6
GEBN,0.02,"Geberit AG H2942E124 B1WGG93 0.02 % 22,195 $16,761,692",6478.6
PPL,0.02,Pembina Pipeline Corp.,6478.6
RF,0.02,"Regions Financial Corp. 7591EP100 B01R311 0.02 % 631,946 $16,664,416",6478.6
CYBR,0.02,"CyberArk Software Ltd. M2682V108 BQT3XY6 0.02 % 34,489 $16,663,360",6478.6
EXE,0.02,Expand Energy Corp.,6478.6
MARUTI,0.02,Maruti Suzuki India Ltd. —,6478.6
MKL,0.02,Markel Corp.,6478.6
VRSN,0.02,VeriSign Inc.,6478.6
4578,0.02,"Otsuka Holdings Co. Ltd. — B5LTM93 0.02 % 310,400 $16,553,",6478.6
KER,0.02,Kering SA —,6478.6
TEVA,0.02,Teva Pharmaceutical Industries Ltd. M8769Q102,6478.6
TPR,0.02,Tapestry Inc.,6478.6
POW,0.02,Power Corp. of Canada,6478.6
3968,0.02,China Merchants Bank Co. Ltd. Class H Y,6478.6
CFG,0.02,Citizens Financial Group Inc.,6478.6
WSM,0.02,Williams-Sonoma Inc.,6478.6
HUBB,0.02,Hubbell Inc. Class B,6478.6
DOV,0.02,Dover Corp.,6478.6
FRE,0.02,Fresenius SE & Co. KGaA D,6478.6
ERIC,0.02,B Telefonaktiebolaget LM Ericsson Class B W,6478.6
Z74,0.02,"Singapore Telecommunications Ltd. — B02PY11 0.02 % 5,051,300 $16,149,342",6478.6
8308,0.02,Resona Holdings Inc. —,6478.6
JBL,0.02,Jabil Inc.,6478.6
PETR4,0.02,Petroleo Brasileiro SA Preference Shares —,6478.6
DG,0.02,Dollar General Corp.,6478.6
9992,0.02,"Pop Mart International Group Ltd. — BN6PP37 0.02 % 467,400 $16,009,304",6478.6
1211,0.02,"Saudi Arabian Mining Co. — B3C8VY3 0.02 % 936,716 $15,987,845",6478.6
NST,0.02,Northern Star Resources Ltd. —,6478.6
DSY,0.02,Dassault Systemes SE F,6478.6
K,0.02,Kellogg Co.,6478.6
CAP,0.02,Capgemini SE —,6478.6
FWONK,0.02,Liberty Media Corp-Liberty Formula One,6478.6
BBCA,0.02,"Bank Central Asia Tbk PT — B01C1P6 0.02 % 34,625,720 $15,857,205",6478.6
TYL,0.02,Tyler Technologies Inc.,6478.6
NVR,0.02,NVR Inc.,6478.6
FSLR,0.02,First Solar Inc.,6478.6
BXB,0.02,"Brambles Ltd. Q6634U106 B1FJ0C0 0.02 % 963,464 $15,808,178",6478.6
VOW3,0.02,Volkswagen AG Preference Shares —,6478.6
TROW,0.02,T. Rowe Price Group Inc.,6478.6
SAAB,0.02,"B Saab AB Class B — BPXZH27 0.02 % 255,495 $15,698,180",6478.6
VNA,0.02,"Vonovia SE — BBJPFY1 0.02 % 500,896 $15,653,906",6478.6
WRB,0.02,WR Berkley Corp.,6478.6
KHC,0.02,Kraft Heinz Co.,6478.6
TER,0.02,Teradyne Inc.,6478.6
DRI,0.02,Darden Restaurants Inc.,6478.6
DVN,0.02,Devon Energy Corp.,6478.6
BAMI,0.02,"Banco BPM SPA — BYMD5K9 0.02 % 1,035,234 $15,537,312",6478.6
VOD,0.02,Vodafone Group plc G,6478.6
QNBK,0.02,Qatar National Bank QPSC —,6478.6
PUB,0.02,Publicis Groupe SA —,6478.6
7010,0.02,"Saudi Telecom Co. — B12M7Q5 0.02 % 1,311,618 $15,423,485",6478.6
EMAAR,0.02,"Emaar Properties PJSC — B01RM25 0.02 % 4,336,719 $15,418,169",6478.6
L,0.02,Loblaw Cos. Ltd.,6478.6
7182,0.02,"Japan Post Bank Co. Ltd. — BYT8165 0.02 % 1,257,236 $15,394,740",6478.6
DNB,0.02,"DNB Bank ASA — BNG7113 0.02 % 564,553 $15,387,453",6478.6
SW,0.02,"Smurfit WestRock plc G8267P108 BRK49M5 0.02 % 361,339 $15,382,201",6478.6
TTD,0.02,Trade Desk Inc. Class A,6478.6
INVE,0.02,"A Investor AB Class A — BMV7PN1 0.02 % 490,645 $15,345,128",6478.6
WOW,0.02,Woolworths Group Ltd. —,6478.6
ZM,0.02,Zoom Video Communications Inc. Class A,6478.6
FLEX,0.02,Flex Ltd. Y2573F102,6478.6
PODD,0.02,Insulet Corp.,6478.6
CHD,0.02,Church & Dwight Co. Inc.,6478.6
CMS,0.02,CMS Energy Corp.,6478.6
NSIS,0.02,"B Novonesis Novozymes B K7317J133 B798FW0 0.02 % 246,852 $15,192,265",6478.6
HEIA,0.02,Heineken NV —,6478.6
8604,0.02,Nomura Holdings Inc. —,6478.6
5802,0.02,Sumitomo Electric Industries Ltd. —,6478.6
KNEBV,0.02,"Kone Oyj Class B X4551T105 B09M9D2 0.02 % 220,639 $15,049,595",6478.6
PHIA,0.02,Koninklijke Philips NV —,6478.6
DGX,0.02,Quest Diagnostics Inc.,6478.6
CVE,0.02,Cenovus Energy Inc.,6478.6
CRDO,0.02,Credo Technology Group Holding Ltd. G,6478.6
EIX,0.02,Edison International,6478.6
NTRA,0.02,Natera Inc.,6478.6
HAL,0.02,Halliburton Co.,6478.6
2628,0.02,China Life Insurance Co. Ltd. Class H —,6478.6
TRI,0.02,Thomson Reuters Corp.,6478.6
6160,0.02,"BeOne Medicines Ltd. — BVDKGC7 0.02 % 556,500 $14,849,193",6478.6
TECK.B,0.02,Teck Resources Ltd. Class B,6478.6
ON,0.02,ON Semiconductor Corp.,6478.6
DTG,0.02,"Daimler Truck Holding AG — BP6VLQ4 0.02 % 357,990 $14,803,439",6478.6
TEF,0.02,Telefonica SA,6478.6
SBAC,0.02,SBA Communications Corp. Class A,6478.6
CDW,0.02,CDW Corp./DE,6478.6
BAM,0.02,Brookfield Asset Management Ltd. Class A,6478.6
CASY,0.02,Casey's General Stores Inc.,6478.6
QSR,0.02,Restaurant Brands International Inc.,6478.6
1925,0.02,Daiwa House Industry Co. Ltd. —,6478.6
COL,0.02,"Coles Group Ltd. — BYWR0T5 0.02 % 950,022 $14,623,520",6478.6
1288,0.02,"Agricultural Bank of China Ltd. Class H — B60LZR6 0.02 % 21,724,500 $14,622,084",6478.6
NI,0.02,NiSource Inc.,6478.6
55550,0.02,,6478.6
EL,0.02,Estee Lauder Cos. Inc. Class A,6478.6
QBE,0.02,QBE Insurance Group Ltd. —,6478.6
AER,0.02,AerCap Holdings NV N,6478.6
5401,0.02,Nippon Steel Corp. —,6478.6
VIE,0.02,Veolia Environnement SA —,6478.6
BIIB,0.02,Biogen Inc.,6478.6
CIEN,0.02,Ciena Corp.,6478.6
4452,0.02,Kao Corp. —,6478.6
REP,0.02,Repsol SA —,6478.6
CW,0.02,Curtiss-Wright Corp.,6478.6
SAB,0.02,"Banco de Sabadell SA — B1X8QN2 0.02 % 3,666,757 $14,312,114",6478.6
GPN,0.02,Global Payments Inc.,6478.6
5380,0.02,,6478.6
STLAM,0.02,"Stellantis NV — BMD8KX7 0.02 % 1,530,014 $14,200,925",6478.6
CLNX,0.02,"Cellnex Telecom SA — BX90C05 0.02 % 407,477 $14,113,957",6478.6
HEI,0.02,HEICO Corp.,6478.6
PETR3,0.02,Petroleo Brasileiro SA - Petrobras —,6478.6
IT,0.02,Gartner Inc.,6478.6
2882,0.02,Cathay Financial Holding Co. Ltd. —,6478.6
CPAY,0.02,Corpay Inc.,6478.6
EQT,0.02,"EQT AB — BJ7W9K4 0.02 % 403,377 $13,989,691",6478.6
1801,0.02,"Innovent Biologics Inc. — BGR6KX5 0.02 % 1,117,941 $13,919,626",6478.6
RKLB,0.02,Rocket Lab Corp.,6478.6
OTP,0.02,OTP Bank Nyrt X,6478.6
FMG,0.02,Fortescue Ltd. —,6478.6
AFRM,0.02,Affirm Holdings Inc.,6478.6
TRMB,0.02,Trimble Inc.,6478.6
STLD,0.02,Steel Dynamics Inc.,6478.6
CCEP,0.02,"Coca-Cola Europacific Partners plc — BDCPN04 0.02 % 151,363 $13,737,402",6478.6
ZBH,0.02,Zimmer Biomet Holdings Inc.,6478.6
4503,0.02,Astellas Pharma Inc. —,6478.6
34020,0.02,,6478.6
GWRE,0.02,Guidewire Software Inc.,6478.6
STZ,0.02,Constellation Brands Inc. Class A,6478.6
A5G,0.02,"AIB Group plc — BF0L353 0.02 % 1,500,061 $13,675,66",6478.6
VWS,0.02,"Vestas Wind Systems A/S — BN4MYF5 0.02 % 715,797 $13,616,761",6478.6
PKG,0.02,Packaging Corp. of America,6478.6
TLN,0.02,Talen Energy Corp.,6478.6
NXT,0.02,Next plc —,6478.6
GPC,0.02,Genuine Parts Co.,6478.6
8015,0.02,Toyota Tsusho Corp. —,6478.6
PINS,0.02,Pinterest Inc. Class A,6478.6
GMAB,0.02,Genmab A/S —,6478.6
NTNX,0.02,Nutanix Inc.,6478.6
GDDY,0.02,GoDaddy Inc. Class A,6478.6
857,0.02,PetroChina Co. Ltd. Class H —,6478.6
AENA,0.02,"Aena SME SA — BTMKJR0 0.02 % 490,109 $13,399,242",6478.6
VAL,0.02,Valterra Platinum Ltd. —,6478.6
6201,0.02,Toyota Industries Corp. —,6478.6
SUNPHARMA,0.02,Sun Pharmaceutical Industries Ltd. —,6478.6
LULU,0.02,Lululemon Athletica Inc.,6478.6
BMPS,0.02,"Banca Monte dei Paschi di Siena SPA — BK93RS6 0.02 % 1,494,904 $13,301,948",6478.6
SSNC,0.02,SS&C Technologies Holdings Inc.,6478.6
6723,0.02,Renesas Electronics Corp. —,6478.6
AMCR,0.02,"Amcor plc G0250X107 BJ1F307 0.02 % 1,620,818 $13,258,291",6478.6
RI,0.02,Pernod Ricard SA —,6478.6
APTV,0.02,"Aptiv plc G3265R107 BTDN8H1 0.02 % 153,250 $13,213,215",6478.6
WST,0.02,West Pharmaceutical Services Inc.,6478.6
FFIV,0.02,F5 Networks Inc.,6478.6
BAP,0.02,Credicorp Ltd. G2519Y108,6478.6
RIGD,0.02,Reliance Industries Ltd. GDR,6478.6
UTHR,0.02,United Therapeutics Corp.,6478.6
8309,0.02,Sumitomo Mitsui Trust Group Inc. —,6478.6
FAB,0.02,First Abu Dhabi Bank PJSC —,6478.6
DLTR,0.02,Dollar Tree Inc.,6478.6
7832,0.02,"Bandai Namco Holdings Inc. — B0JDQD4 0.02 % 391,200 $13,015,811",6478.6
PFG,0.02,Principal Financial Group Inc.,6478.6
SCMN,0.02,Swisscom AG —,6478.6
KPN,0.02,Koninklijke KPN NV —,6478.6
2269,0.02,"Wuxi Biologics Cayman Inc. — BL6B9P1 0.02 % 2,443,740 $12,904,203",6478.6
WAT,0.02,Waters Corp.,6478.6
669,0.02,"Techtronic Industries Co. Ltd. Y8563B159 B0190C7 0.02 % 1,006,500 $12,866,317",6478.6
PNR,0.02,"Pentair plc G7S00T104 BLS09M3 0.02 % 115,820 $12,828,223",6478.6
STMPA,0.02,STMicroelectronics NV —,6478.6
E,0.02,"— Engie SA — BYZNDP7 0.02 % 595,812 $12,807,889",6478.6
68270,0.02,,6478.6
NN,0.02,"NN Group NV — BNG8PQ9 0.02 % 180,953 $12,760,363",6478.6
DKNG,0.02,DraftKings Inc.,6478.6
6971,0.02,Kyocera Corp. —,6478.6
SBK,0.02,"Standard Bank Group Ltd. — B030GJ7 0.02 % 929,445 $12,715,800",6478.6
INVH,0.02,Invitation Homes Inc.,6478.6
2502,0.02,Asahi Group Holdings Ltd. J,6478.6
ACA,0.02,Credit Agricole SA —,6478.6
WY,0.02,Weyerhaeuser Co.,6478.6
USFD,0.02,US Foods Holding Corp.,6478.6
TPL,0.02,Texas Pacific Land Corp.,6478.6
CTRA,0.02,Cabot Oil & Gas Corp.,6478.6
BE,0.02,Bloom Energy Corp. Class A,6478.6
J,0.02,Jacobs Solutions Inc.,6478.6
GIB.A,0.02,CGI Inc.,6478.6
LGEN,0.02,Legal & General Group plc —,6478.6
SNA,0.02,Snap-on Inc.,6478.6
HNR1,0.02,Hannover Rueck SE —,6478.6
NTPC,0.02,"NTPC Ltd. — B037HF1 0.02 % 3,258,784 $12,496,410",6478.6
7936,0.02,Asics Corp. —,6478.6
IHG,0.02,"InterContinental Hotels Group plc G4804L163 BHJYC05 0.02 % 103,268 $12,486,168",6478.6
KEY,0.02,KeyCorp,6478.6
THC,0.02,Tenet Healthcare Corp.,6478.6
3711,0.02,"ASE Technology Holding Co. Ltd. — BFXZDY1 0.02 % 2,277,262 $12,434,716",6478.6
EAND,0.02,Emirates Telecommunications Group Co. PJSC —,6478.6
1,0.02,CK Hutchison Holdings Ltd. G,6478.6
600519,0.02,,6478.6
HLMA,0.02,Halma plc G,6478.6
SGI,0.02,Tempur Sealy International Inc.,6478.6
MAYBANK,0.02,Malayan Banking Bhd. —,6478.6
CNC,0.02,Centene Corp.,6478.6
ESS,0.02,Essex Property Trust Inc.,6478.6
EVRG,0.02,Evergy Inc.,6478.6
MKC,0.02,McCormick & Co. Inc./MD,6478.6
CHKP,0.02,Check Point Software Technologies Ltd. M,6478.6
LNT,0.02,Alliant Energy Corp.,6478.6
ACM,0.02,AECOM,6478.6
300750,0.02,,6478.6
SGSN,0.02,"SGS SA — BMBQHZ4 0.02 % 116,826 $12,140,538",6478.6
FEMSAUBD,0.02,Fomento Economico Mexicano SAB de CV —,6478.6
270,0.02,,6478.6
SHB,0.02,"A Svenska Handelsbanken AB Class A — BXDZ9Q1 0.02 % 924,571 $12,063,462",6478.6
6178,0.02,"Japan Post Holdings Co. Ltd. — BYT8143 0.02 % 1,215,352 $12,062,72",6478.6
CPI,0.02,Capitec Bank Holdings Ltd. S,6478.6
FTAI,0.02,"FTAI Aviation Ltd. G3730V105 BLKFTK4 0.02 % 71,936 $12,003,241",6478.6
7013,0.02,IHI Corp. —,6478.6
6594,0.02,NIDEC Corp. —,6478.6
FCNCA,0.02,First Citizens BancShares Inc./NC Class A,6478.6
6273,0.02,SMC Corp. —,6478.6
2345,0.02,Accton Technology Corp. —,6478.6
2303,0.02,United Microelectronics Corp. —,6478.6
9868,0.02,"XPeng Inc. — BP6FB33 0.02 % 1,010,928 $11,878,25",6478.6
LII,0.02,Lennox International Inc.,6478.6
BWXT,0.02,BWX Technologies Inc.,6478.6
MRK,0.02,Merck KGaA D5357W103,6478.6
16,0.02,Sun Hung Kai Properties Ltd. —,6478.6
EXPD,0.02,Expeditors International of Washington Inc.,6478.6
L,0.02,Loews Corp.,6478.6
86790,0.02,,6478.6
CG,0.02,Carlyle Group Inc.,6478.6
FTV,0.02,Fortive Corp.,6478.6
PKO,0.02,"Powszechna Kasa Oszczednosci Bank Polski SA — B03NGS5 0.02 % 606,145 $11,777,807",6478.6
IONQ,0.02,IonQ Inc.,6478.6
TOST,0.02,Toast Inc. Class A,6478.6
LVS,0.02,Las Vegas Sands Corp.,6478.6
COHR,0.02,Coherent Corp.,6478.6
ABN,0.02,"ABN AMRO Bank NV — BYQP136 0.02 % 364,921 $11,706,501",6478.6
SCHP,0.02,"Schindler Holding AG — B11TCY0 0.02 % 30,769 $11,700,722",6478.6
5020,0.02,"ENEOS Holdings Inc. — B627LW9 0.02 % 1,847,307 $11,699,373",6478.6
SUI,0.02,Sun Communities Inc.,6478.6
EQNR,0.02,Equinor ASA —,6478.6
2884,0.02,E.Sun Financial Holding Co. Ltd. Y,6478.6
DOW,0.02,Dow Inc.,6478.6
2388,0.02,BOC Hong Kong Holdings Ltd. —,6478.6
HCLTECH,0.02,HCL Technologies Ltd. —,6478.6
MAA,0.02,Mid-America Apartment Communities Inc.,6478.6
TRU,0.02,TransUnion,6478.6
ATCO,0.02,"B Atlas Copco AB Class B — BLDBN52 0.02 % 766,103 $11,527,902",6478.6
6988,0.02,Nitto Denko Corp. —,6478.6
ETERNAL,0.02,"Eternal Ltd. — BL6P210 0.02 % 3,132,976 $11,501,574",6478.6
INF,0.02,"Informa plc — BMJ6DW5 0.02 % 928,465 $11,500,232",6478.6
LISP,0.02,Chocoladefabriken Lindt & Spruengli AG H,6478.6
AMXB,0.02,"America Movil SAB de CV Class B P0280A192 BMVRB77 0.02 % 10,972,175 $11,485,330",6478.6
LOGN,0.02,"Logitech International SA — B18ZRK2 0.02 % 104,205 $11,462,384",6478.6
XRO,0.02,"Xero Ltd. — B8P4LP4 0.02 % 109,618 $11,438,101",6478.6
PAAS,0.02,Pan American Silver Corp.,6478.6
ROL,0.02,Rollins Inc.,6478.6
IFF,0.02,International Flavors & Fragrances Inc.,6478.6
NVT,0.02,"nVent Electric plc G6700G107 BDVJJQ5 0.02 % 115,100 $11,353,464",6478.6
2886,0.02,Mega Financial Holding Co. Ltd. —,6478.6
ULTRACEMCO,0.02,"UltraTech Cement Ltd. — B01GZF6 0.02 % 82,305 $11,332,871",6478.6
FTI,0.02,TechnipFMC plc G,6478.6
4307,0.02,Nomura Research Institute Ltd. —,6478.6
TOU,0.02,Tourmaline Oil Corp.,6478.6
BURL,0.02,Burlington Stores Inc.,6478.6
PFGC,0.02,Performance Food Group Co.,6478.6
BIRG,0.02,"Bank of Ireland Group plc — BD1RP61 0.02 % 678,255 $11,230,087",6478.6
SN.,0.02,Smith & Nephew plc G,6478.6
1605,0.02,"Inpex Corp. — B10RB15 0.02 % 622,100 $11,201,324",6478.6
9987,0.02,Yum China Holdings Inc.,6478.6
SHL,0.02,Siemens Healthineers AG D6T,6478.6
OMC,0.02,Omnicom Group Inc.,6478.6
BEL,0.02,"Bharat Electronics Ltd. — BF1THH6 0.02 % 2,449,193 $11,148,329",6478.6
1088,0.02,"China Shenhua Energy Co. Ltd. Class H — B09N7M0 0.02 % 2,331,000 $11,127,173",6478.6
GRAB,0.02,"Grab Holdings Ltd. G4124C109 BP6NH40 0.02 % 1,848,165 $11,125,953",6478.6
GEN,0.02,NortonLifeLock Inc.,6478.6
FNF,0.02,Fidelity National Financial Inc.,6478.6
2015,0.02,"Li Auto Inc. Class A — BMW5M00 0.02 % 863,797 $11,058,719",6478.6
2328,0.02,PICC Property & Casualty Co. Ltd. Class H —,6478.6
DSFIR,0.02,"DSM-Firmenich AG — BPCPSD6 0.02 % 128,702 $10,980,637",6478.6
TATASTEEL,0.02,"Tata Steel Ltd. — BPQWCZ3 0.02 % 5,757,395 $10,949,435",6478.6
FM,0.02,First Quantum Minerals Ltd.,6478.6
BBRI,0.02,Bank Rakyat Indonesia Persero Tbk PT Y0697U112,6478.6
FOX,0.02,Fox Corp. Class B,6478.6
WALMEX,0.02,"* Wal-Mart de Mexico SAB de CV — BW1YVH8 0.02 % 3,520,159 $10,873,694",6478.6
BPE,0.02,BPER Banca SPA —,6478.6
ESSITY,0.02,"B Essity AB Class B — BF1K7P7 0.02 % 414,856 $10,843,971",6478.6
TATAMOTORS,0.02,"Tata Motors Ltd. — B611LV1 0.02 % 1,414,206 $10,836,544",6478.6
EQH,0.02,Equitable Holdings Inc.,6478.6
OKTA,0.02,Okta Inc.,6478.6
ALLE,0.02,"Allegion plc G0176J109 BFRT3W7 0.02 % 60,940 $10,807,709",6478.6
TSN,0.02,Tyson Foods Inc. Class A,6478.6
MT,0.02,"ArcelorMittal SA — BYPBS67 0.02 % 299,153 $10,792,218",6478.6
CHRW,0.02,CH Robinson Worldwide Inc.,6478.6
HOLX,0.02,Hologic Inc.,6478.6
CLX,0.01,Clorox Co.,3239.3
LISN,0.01,Chocoladefabriken Lindt & Spruengli AG —,3239.3
SNDK,0.01,Sandisk Corp./DE,3239.3
ZBRA,0.01,Zebra Technologies Corp.,3239.3
KRZ,0.01,Kerry Group plc Class A G,3239.3
KTOS,0.01,Kratos Defense & Security Solutions Inc.,3239.3
XPO,0.01,XPO Logistics Inc.,3239.3
RPM,0.01,RPM International Inc.,3239.3
WWD,0.01,Woodward Inc.,3239.3
TXT,0.01,Textron Inc.,3239.3
ILMN,0.01,Illumina Inc.,3239.3
2020,0.01,"ANTA Sports Products Ltd. — B1YVKN8 0.01 % 883,000 $10,576,904",3239.3
EG,0.01,Everest Re Group Ltd. G3223R108,3239.3
DECK,0.01,Deckers Outdoor Corp.,3239.3
MAS,0.01,Masco Corp.,3239.3
PBBANK,0.01,"Public Bank Bhd. (Local) — B012W42 0.01 % 10,199,330 $10,507,406",3239.3
BT.A,0.01,BT Group plc —,3239.3
9735,0.01,Secom Co. Ltd. —,3239.3
RS,0.01,Reliance Steel & Aluminum Co.,3239.3
DOCU,0.01,DocuSign Inc. Class A,3239.3
ENGI,0.01,"Engie SA — B0C2CQ3 0.01 % 482,724 $10,376,890",3239.3
2357,0.01,Asustek Computer Inc. —,3239.3
KIM,0.01,Kimco Realty Corp.,3239.3
EVN,0.01,"Evolution Mining Ltd. — B3X0F91 0.01 % 1,445,547 $10,304,625",3239.3
AGI,0.01,Alamos Gold Inc. Class A,3239.3
BBY,0.01,Best Buy Co. Inc.,3239.3
175,0.01,Geely Automobile Holdings Ltd. —,3239.3
EWBC,0.01,East West Bancorp Inc.,3239.3
WPC,0.01,WP Carey Inc.,3239.3
SUN,0.01,Suncorp Group Ltd. —,3239.3
TWLO,0.01,Twilio Inc. Class A,3239.3
STO,0.01,Santos Ltd. —,3239.3
CF,0.01,CF Industries Holdings Inc.,3239.3
DELTA,0.01,"-F Delta Electronics Thailand PCL — BRJS8G5 0.01 % 2,071,800 $10,169,787",3239.3
RBA,0.01,RB Global Inc.,3239.3
2010,0.01,"Saudi Basic Industries Corp. — B1324D0 0.01 % 618,009 $10,145,217",3239.3
CIMB,0.01,CIMB Group Holdings Bhd. —,3239.3
WSO,0.01,Watsco Inc.,3239.3
ACS,0.01,"ACS Actividades de Construccion y Servicios SA — B01FLQ6 0.01 % 126,020 $10,101,529",3239.3
EDP,0.01,EDP SA —,3239.3
HEN3,0.01,Henkel AG & Co. KGaA Preference Shares D3207M110,3239.3
ARE,0.01,Alexandria Real Estate Equities Inc.,3239.3
BAER,0.01,"Julius Baer Group Ltd. — B4R2R50 0.01 % 144,509 $10,062,513",3239.3
8830,0.01,Sumitomo Realty & Development Co. Ltd. —,3239.3
DT,0.01,Dynatrace Inc.,3239.3
SGE,0.01,"Sage Group plc — B8C3BL0 0.01 % 677,068 $10,043,958",3239.3
UPM,0.01,UPM-Kymmene Oyj —,3239.3
TKO,0.01,TKO Group Holdings Inc. Class A,3239.3
DKS,0.01,Dick's Sporting Goods Inc.,3239.3
JLL,0.01,Jones Lang LaSalle Inc.,3239.3
CSL,0.01,Carlisle Cos. Inc.,3239.3
ORG,0.01,Origin Energy Ltd. —,3239.3
EMA,0.01,Emera Inc.,3239.3
